aeronave_tipo_veiculo;aeronave_pais_fabricante;aeronave_fabricante;aeronave_modelo;aeronave_ano_fabricacao;aeronave_assentos;aeronave_motor_tipo;aeronave_motor_quantidade;aeronave_fase_operacao;aeronave_nivel_dano;aeronave_fatalidades_total;ocorrencia;aeronave_matricula;aeronave_operador_categoria;aeronave_tipo_icao;aeronave_pmd;aeronave_pmd_categoria;aeronave_pais_registro;aeronave_registro_categoria;aeronave_registro_segmento;aeronave_voo_origem;aeronave_voo_destino;aeronave_tipo_operacao
AVIÃO;BRASIL;HAWKER BEECHCRAFT;C90GT;2007;8;TURBOÉLICE;BIMOTOR;TÁXI;LEVE;0;77694;PRBTS;***;BE9L;4581;4581;BRASIL;AVIÃO;PARTICULAR;REGIONAL HUGO CANTERGIANI;CONGONHAS;PRIVADA
AVIÃO;BRASIL;BOEING COMPANY;737-4B6;0;0;JATO;BIMOTOR;SUBIDA;NENHUM;0;77695;PRSDU;***;B734;68038;68038;BRASIL;AVIÃO;NÃO REGULAR;PRESIDENTE JUSCELINO KUBITSCHEK;EDUARDO GOMES;NÃO REGULAR
AVIÃO;BRASIL;NEIVA INDUSTRIA AERONAUTICA;EMB-710C;1977;4;PISTÃO;MONOMOTOR;DECOLAGEM;SUBSTANCIAL;0;77696;PTNPG;***;P28B;1361;1361;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;CESSNA AIRCRAFT;182P;1973;4;PISTÃO;MONOMOTOR;DECOLAGEM;SUBSTANCIAL;0;77697;PTIYH;***;C182;1338;1338;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;MUNDICO COELHO;PRIVADA
AVIÃO;BRASIL;NEIVA INDUSTRIA AERONAUTICA;EMB-712;1982;4;PISTÃO;MONOMOTOR;OUTRA FASE;SUBSTANCIAL;0;77698;PTNYM;***;P28A;1157;1157;BRASIL;AVIÃO;INSTRUÇÃO;CAMAPUÃ;TERUEL IPANEMA ESTÂNCIA;INSTRUÇÃO
AVIÃO;BRASIL;EMBRAER;EMB-202A;2011;1;PISTÃO;MONOMOTOR;DECOLAGEM;SUBSTANCIAL;0;77699;PTVUZ;***;IPAN;1800;1800;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;AGRÍCOLA
AVIÃO;BRASIL;NEIVA INDUSTRIA AERONAUTICA;EMB-720D;1990;7;PISTÃO;MONOMOTOR;APROXIMAÇÃO FINAL;SUBSTANCIAL;4;77700;PTVKR;***;PA32;1633;1633;BRASIL;AVIÃO;PARTICULAR;FLORES;BORBA;PRIVADA
AVIÃO;BRASIL;BEECH AIRCRAFT;E55;1978;6;PISTÃO;BIMOTOR;CORRIDA APÓS POUSO;LEVE;0;77701;PTLJY;PARTICULAR;BE55;2404;2404;BRASIL;AVIÃO;PARTICULAR;ANÁPOLIS;ANÁPOLIS;PRIVADA
AVIÃO;BRASIL;AIRBUS S.A.S;A320-253N;NULL;NULL;***;***;PUSHBACK;LEVE;0;77702;PRYRL;REGULAR;A20N;0;0;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;PRESIDENTE JUSCELINO KUBITSCHEK;REGULAR
AVIÃO;BRASIL;EMBRAER;EMB-202A;2012;1;PISTÃO;MONOMOTOR;OUTRA FASE;LEVE;0;77703;PTVVN;AGRÍCOLA;IPAN;1800;1800;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;AGRÍCOLA
HELICÓPTERO;BRASIL;HELIBRAS;AS 350 B3;2013;6;TURBOEIXO;MONOMOTOR;OUTRA FASE;LEVE;0;77704;PTECB;PARTICULAR;AS50;2250;2250;BRASIL;HELICÓPTERO;PARTICULAR;CAMPO DE MARTE;CAMPO DE MARTE;PRIVADA
ANFÍBIO;BRASIL;MAULE AIRCRAFT;M-7-235B ANFIBIO;2003;4;PISTÃO;MONOMOTOR;POUSO;LEVE;0;77705;PREAA;PARTICULAR;M7;1247;1247;BRASIL;ANFÍBIO;PARTICULAR;PROFESSOR ERIBERTO MANOEL REINO;PROFESSOR ERIBERTO MANOEL REINO;PRIVADA
HELICÓPTERO;BRASIL;BELL HELICOPTER;407;2010;7;TURBOEIXO;MONOMOTOR;CRUZEIRO;NENHUM;0;77707;PPPEM;PARTICULAR;B407;2381;2381;BRASIL;HELICÓPTERO;PARTICULAR;HELICIDADE;PARATI;PRIVADA
PLANADOR;BRASIL;QUINTINO ROMAGNA FILHO;QR-15P LARUS;2013;1;SEM TRAÇÃO;SEM TRAÇÃO;MANOBRA;DESTRUÍDA;1;77710;PPZQR;***;ZZZZ;450;450;BRASIL;PLANADOR;EXPERIMENTAL;OSÓRIO;OSÓRIO;EXPERIMENTAL
AVIÃO;BRASIL;EMBRAER;EMB-820C CARAJA;1977;10;TURBOÉLICE;BIMOTOR;CORRIDA APÓS POUSO;LEVE;0;77716;PTELW;***;PAT4;3629;3629;BRASIL;AVIÃO;TÁXI AÉREO;TABATINGA;EDUARDO GOMES;TÁXI AÉREO
***;BRASIL;***;***;NULL;NULL;***;***;CORRIDA APÓS POUSO;SUBSTANCIAL;0;77717;PRVEC;***;***;0;0;BRASIL;***;PARTICULAR;PEDRO MORGANTI;FAZENDA ROYAL;PRIVADA
HELICÓPTERO;BRASIL;HELIBRAS;AS 350 B2;1994;6;TURBOEIXO;MONOMOTOR;CRUZEIRO;SUBSTANCIAL;0;77718;PTHYW;***;AS50;2250;2250;BRASIL;HELICÓPTERO;ESPECIALIZADA;PRESIDENTE JUSCELINO KUBITSCHEK;MINERAÇÃO SERRA GRANDE;TÁXI AÉREO
HELICÓPTERO;BRASIL;AGUSTA;A109S;2007;8;TURBOEIXO;BIMOTOR;SAÍDA IFR;LEVE;0;77719;PPIII;PARTICULAR;A109;3175;3175;BRASIL;HELICÓPTERO;PARTICULAR;CONGONHAS;SANTOS DUMONT;PRIVADA
AVIÃO;BRASIL;AERO BOERO;AB-115;0;2;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;SUBSTANCIAL;0;77724;PPGBP;***;AB11;770;770;BRASIL;AVIÃO;INSTRUÇÃO;NOVO HORIZONTE;AEROCLUBE DE ITÁPOLIS;INSTRUÇÃO
HELICÓPTERO;BRASIL;ROBINSON HELICOPTER;R44;2006;4;PISTÃO;MONOMOTOR;DECOLAGEM;SUBSTANCIAL;0;77726;PTFJS;***;R44;1134;1134;BRASIL;HELICÓPTERO;TÁXI AÉREO;SANTOS DUMONT;SANTOS DUMONT;TÁXI AÉREO
AVIÃO;BRASIL;PIPER AIRCRAFT;PA-34-200T;1976;6;PISTÃO;BIMOTOR;CRUZEIRO;LEVE;0;77728;PREBF;PARTICULAR;PA34;2073;2073;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;PIPER AIRCRAFT;PA-34-220T;NULL;NULL;PISTÃO;BIMOTOR;POUSO;LEVE;0;77729;PPSIA;***;PA34;2155;2155;BRASIL;AVIÃO;PARTICULAR;JOÃO MONTEIRO;JUSCELINO KUBITSCHECK;PRIVADA
AVIÃO;BRASIL;BEECH AIRCRAFT;58;1978;6;PISTÃO;BIMOTOR;CRUZEIRO;NENHUM;0;77730;PTLRP;PARTICULAR;BE58;2449;2449;BRASIL;AVIÃO;PARTICULAR;MARECHAL RONDON;JUARA SUL;PRIVADA
AVIÃO;BRASIL;EMBRAER;EMB-202;NULL;NULL;PISTÃO;MONOMOTOR;MANOBRA;SUBSTANCIAL;0;77731;PTBIT;***;IPAN;1800;1800;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;AGRÍCOLA
HELICÓPTERO;BRASIL;BELL HELICOPTER;206B;2010;5;TURBOEIXO;MONOMOTOR;CRUZEIRO;DESTRUÍDA;3;77732;PRHBB;***;B06;1451;1451;BRASIL;HELICÓPTERO;TÁXI AÉREO;BCW;BCW;TÁXI AÉREO
AVIÃO;BRASIL;EMBRAER;EMB-202A;2010;1;PISTÃO;MONOMOTOR;CRUZEIRO;SUBSTANCIAL;0;77733;PTUZP;***;IPAN;1800;1800;BRASIL;AVIÃO;PARTICULAR;BUSATO II;WARPOL;AGRÍCOLA
ULTRALEVE;BRASIL;***;SANHAUA;2007;2;PISTÃO;MONOMOTOR;DECOLAGEM;LEVE;0;77734;PUGOS;EXPERIMENTAL;ULAC;600;600;BRASIL;ULTRALEVE;EXPERIMENTAL;AEROCLUBE DE JOÃO PESSOA;PRESIDENTE CASTRO PINTO;PRIVADA
AVIÃO;BRASIL;EMBRAER;ERJ 190-200 IGW;2010;125;JATO;BIMOTOR;SUBIDA;NENHUM;0;77736;PRAYG;REGULAR;E190;52290;52290;BRASIL;AVIÃO;REGULAR;VIRACOPOS;LAURO KURTZ;REGULAR
AVIÃO;BRASIL;EMBRAER;EMB-820C NAVAJO;1979;4;PISTÃO;BIMOTOR;CRUZEIRO;NENHUM;0;77740;PTEVU;ESPECIALIZADA;PA31;3175;3175;BRASIL;AVIÃO;ESPECIALIZADA;SOROCABA;SOROCABA;ESPECIALIZADA
AVIÃO;BRASIL;AIR TRACTOR;AT-502B;2011;1;TURBOÉLICE;MONOMOTOR;DECOLAGEM;SUBSTANCIAL;0;77741;PRXEU;***;AT5T;3629;3629;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;AGRÍCOLA
AVIÃO;BRASIL;NEIVA INDUSTRIA AERONAUTICA;EMB-202;2001;1;PISTÃO;MONOMOTOR;ESPECIALIZADA;SUBSTANCIAL;0;77742;PTUMR;***;IPAN;1800;1800;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;AGRÍCOLA
AVIÃO;BRASIL;EMBRAER;EMB-202A;2011;1;PISTÃO;MONOMOTOR;ESPECIALIZADA;SUBSTANCIAL;0;77743;PTVUY;***;IPAN;1800;1800;BRASIL;AVIÃO;AGRÍCOLA;USINA SÃO MARTINHO;USINA SÃO MARTINHO;AGRÍCOLA
AVIÃO;BRASIL;CIRRUS DESIGN;SR22;2013;5;PISTÃO;MONOMOTOR;CIRCUITO DE TRÁFEGO;LEVE;0;77747;PPCPA;PARTICULAR;SR22;1633;1633;BRASIL;AVIÃO;PARTICULAR;PINDAMONHANGABA;TATUÍ;PRIVADA
AVIÃO;BRASIL;CESSNA AIRCRAFT;A152;1984;2;PISTÃO;MONOMOTOR;CRUZEIRO;SUBSTANCIAL;0;77749;PREJO;***;C152;757;757;BRASIL;AVIÃO;INSTRUÇÃO;TENENTE LUND PRESETTO;MÁRIO RIBEIRO;PRIVADA
HELICÓPTERO;BRASIL;HELIBRAS;AS 350 BA;1994;6;TURBOEIXO;MONOMOTOR;MANOBRA;SUBSTANCIAL;0;77750;PTHYV;***;AS50;2100;2100;BRASIL;HELICÓPTERO;ESPECIALIZADA;FORA DE AERODROMO;BREVES;ESPECIALIZADA
ULTRALEVE;BRASIL;***;CONQUEST 180 LSA;NULL;NULL;PISTÃO;MONOMOTOR;TÁXI;LEVE;0;77751;PUGMN;EXPERIMENTAL;ZZZZ;600;600;BRASIL;ULTRALEVE;EXPERIMENTAL;AERODRÓMO ESTADUAL DE CAMPINAS / AMARAIS;AERODRÓMO ESTADUAL DE CAMPINAS / AMARAIS;EXPERIMENTAL
AVIÃO;BRASIL;CESSNA AIRCRAFT;U206F;1975;6;PISTÃO;MONOMOTOR;CRUZEIRO;SUBSTANCIAL;0;77752;PTKTI;***;C206;1633;1633;BRASIL;AVIÃO;TÁXI AÉREO;POUSO DA ÁGUIA;ORIXIMINÁ;TÁXI AÉREO
AVIÃO;BRASIL;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;1990;1;PISTÃO;MONOMOTOR;DECOLAGEM;SUBSTANCIAL;0;77753;PTUGA;***;IPAN;1800;1800;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;AGRÍCOLA
AVIÃO;BRASIL;NEIVA INDUSTRIA AERONAUTICA;56-C;1960;2;PISTÃO;MONOMOTOR;ARREMETIDA NO SOLO;LEVE;0;77754;PPGSZ;INSTRUÇÃO;PAUL;660;660;BRASIL;AVIÃO;INSTRUÇÃO;ESTADUAL ARTHUR SIQUEIRA;ESTADUAL ARTHUR SIQUEIRA;INSTRUÇÃO
ULTRALEVE;BRASIL;HENRIQUE DRUMOND LIMA DE OLIVEIRA;PARADISE P-1;2010;2;PISTÃO;MONOMOTOR;CRUZEIRO;NENHUM;0;77755;PUSEH;EXPERIMENTAL;ULAC;750;750;BRASIL;ULTRALEVE;EXPERIMENTAL;COROA DO AVIÃO;JOAO DURVAL CARNEIRO;PRIVADA
AVIÃO;BRASIL;KAIO AMARAL RANGEL;RV-7;2010;2;PISTÃO;MONOMOTOR;MANOBRA;LEVE;0;77756;PRZAC;EXPERIMENTAL;ZZZZ;816;816;BRASIL;AVIÃO;EXPERIMENTAL;COROA DO AVIÃO;COROA DO AVIÃO;ESPECIALIZADA
AVIÃO;BRASIL;PIPER AIRCRAFT;PA-34-200;1973;6;PISTÃO;BIMOTOR;POUSO;LEVE;0;77757;PRRLY;INSTRUÇÃO;PA34;1814;1814;BRASIL;AVIÃO;INSTRUÇÃO;TORRES;TORRES;INSTRUÇÃO
AVIÃO;BRASIL;NEIVA INDUSTRIA AERONAUTICA;EMB-721C;1977;6;PISTÃO;MONOMOTOR;POUSO;LEVE;0;77761;PTEKM;PARTICULAR;P32R;1633;1633;BRASIL;AVIÃO;PARTICULAR;REGIONAL ORLANDO VILLAS BOAS;AERÓDROMO DO CANARINHO;PRIVADA
AVIÃO;BRASIL;CESSNA AIRCRAFT;152;1981;2;PISTÃO;MONOMOTOR;CRUZEIRO;NENHUM;0;77763;PTOLY;INSTRUÇÃO;C152;757;757;BRASIL;AVIÃO;INSTRUÇÃO;SANTA CRUZ DO SUL;SANTA CRUZ DO SUL;INSTRUÇÃO
HELICÓPTERO;BRASIL;AGUSTA;AW109SP;2011;8;TURBOEIXO;BIMOTOR;POUSO;NENHUM;0;77764;PRROS;TÁXI AÉREO;A109;3175;3175;BRASIL;HELICÓPTERO;TÁXI AÉREO;MÁRIO PEREIRA LOPES;CONGONHAS;NÃO REGULAR
AVIÃO;BRASIL;CESSNA AIRCRAFT;182P;1974;4;PISTÃO;MONOMOTOR;POUSO;NENHUM;0;77765;PTJUI;PARTICULAR;C182;1338;1338;BRASIL;AVIÃO;PARTICULAR;ESTÂNCIA RECANTO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;AERO BOERO;AB-115;1993;2;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;SUBSTANCIAL;0;77766;PPGQA;***;AB11;770;770;BRASIL;AVIÃO;INSTRUÇÃO;CANELA;CANELA;INSTRUÇÃO
ULTRALEVE;BRASIL;AEROBRAVO LTDA;BRAVO 700;1996;2;PISTÃO;MONOMOTOR;DESCIDA DE EMERGÊNCIA;SUBSTANCIAL;0;77768;PULHC;***;ULAC;650;650;BRASIL;ULTRALEVE;EXPERIMENTAL;FAZENDA BOM JARDIM;PISTA DE POUSO EVENTUAL;EXPERIMENTAL
***;BRASIL;***;***;0;0;***;SEM TRAÇÃO;TÁXI;NENHUM;0;77769;PRLSC;INSTRUÇÃO;***;0;0;BRASIL;***;INSTRUÇÃO;PROFESSOR URBANO ERNESTO STUMPF;PROFESSOR URBANO ERNESTO STUMPF;INSTRUÇÃO
AVIÃO;BRASIL;CESSNA AIRCRAFT;210M;1978;6;PISTÃO;MONOMOTOR;APROXIMAÇÃO FINAL;SUBSTANCIAL;0;77770;PRCOW;***;C210;1724;1724;BRASIL;AVIÃO;PARTICULAR;FAZENDA TRÊS UNIDOS;ESTADUAL DARIO GUARITA;PRIVADA
ULTRALEVE;BRASIL;EMERSON DE SOUZA PEDRO;P-1;2013;2;PISTÃO;MONOMOTOR;CRUZEIRO;SUBSTANCIAL;0;77771;PULEP;***;ULAC;600;600;BRASIL;ULTRALEVE;EXPERIMENTAL;PISTA DE POUSO EVENTUAL;PISTA DE POUSO EVENTUAL;EXPERIMENTAL
AVIÃO;BRASIL;KORTH SIMEON R \t;KORTH-CUBBY;2004;2;PISTÃO;MONOMOTOR;MANOBRA;DESTRUÍDA;0;77773;PUXXX15;EXPERIMENTAL;A569E;734;734;BRASIL;AVIÃO;EXPERIMENTAL;FORA DE AERODROMO;FAZENDA VALE ELDORADO - DR JOSÉ DE AGUIAR LEME;EXPERIMENTAL
AVIÃO;BRASIL;PIPER AIRCRAFT;PA-46R-350T;NULL;NULL;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;LEVE;0;77774;PPVRM;***;PA46;1969;1969;BRASIL;AVIÃO;PARTICULAR;JI-PARANÁ;GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA;PRIVADA
AVIÃO;BRASIL;BOEING COMPANY;737-8EH;2006;194;JATO;BIMOTOR;POUSO;LEVE;0;77775;PRGTF;REGULAR;B738;79000;79000;BRASIL;AVIÃO;REGULAR;AFONSO PENA;PRESIDENTE JUSCELINO KUBITSCHEK;REGULAR
AVIÃO;BRASIL;CESSNA AIRCRAFT;A188B;1975;1;PISTÃO;MONOMOTOR;MANOBRA;SUBSTANCIAL;0;77778;PRBSL;***;C188;1905;1905;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;AGRÍCOLA
AVIÃO;BRASIL;CESSNA AIRCRAFT;208B;2001;11;TURBOÉLICE;MONOMOTOR;SUBIDA;NENHUM;0;77779;PRAAC;ADMINISTRAÇÃO DIRETA;C208;3969;3969;BRASIL;AVIÃO;ADMINISTRAÇÃO DIRETA;CONGONHAS;PRESIDENTE JUSCELINO KUBITSCHEK;POLICIAL
AVIÃO;BRASIL;AIRBUS INDUSTRIE;A320-214;2015;172;JATO;BIMOTOR;CRUZEIRO;LEVE;0;77780;PROCW;REGULAR;A320;78000;78000;BRASIL;AVIÃO;REGULAR;PINTO MARTINS;ANTONIO CARLOS JOBIM / GALEÃO;REGULAR
HELICÓPTERO;BRASIL;ROBINSON HELICOPTER;R66;2012;5;TURBOEIXO;MONOMOTOR;CRUZEIRO;LEVE;0;77781;PRJBL;***;R66;1225;1225;BRASIL;HELICÓPTERO;TÁXI AÉREO;PREFEITURA DO RIO DE JANEIRO;MARINA VEROLME;NÃO REGULAR
ULTRALEVE;BRASIL;***;P92-S ECHO;2002;2;PISTÃO;MONOMOTOR;CRUZEIRO;LEVE;0;77781;PUFTF;***;ULAC;550;550;BRASIL;ULTRALEVE;EXPERIMENTAL;***;***;PRIVADA
HELICÓPTERO;BRASIL;SIKORSKY AIRCRAFT;S-76C;2007;14;TURBOEIXO;BIMOTOR;TÁXI;LEVE;0;77782;PROMT;TÁXI AÉREO;S76;5307;5307;BRASIL;HELICÓPTERO;TÁXI AÉREO;DEPUTADO LUÍS EDUARDO MAGALHÃES;DEPUTADO LUÍS EDUARDO MAGALHÃES;TÁXI AÉREO
AVIÃO;BRASIL;CESSNA AIRCRAFT;210N;1979;6;PISTÃO;MONOMOTOR;POUSO;LEVE;0;77784;PRBAP;TÁXI AÉREO;C210;1724;1724;BRASIL;AVIÃO;TÁXI AÉREO;***;OURILÂNDIA DO NORTE;TÁXI AÉREO
HELICÓPTERO;BRASIL;ROBINSON HELICOPTER;R44 II;2010;4;PISTÃO;MONOMOTOR;CRUZEIRO;SUBSTANCIAL;4;77785;PPWVR;***;R44;1134;1134;BRASIL;HELICÓPTERO;PARTICULAR;FORA DE AERODROMO;VEJA;PRIVADA
AVIÃO;BRASIL;NEIVA INDUSTRIA AERONAUTICA;EMB-202;2001;1;PISTÃO;MONOMOTOR;CIRCUITO DE TRÁFEGO;SUBSTANCIAL;0;77786;PTUMY;***;IPAN;1800;1800;BRASIL;AVIÃO;MÚLTIPLA;FORA DE AERODROMO;AGROPECUÁRIA SÃO ROBERTO;AGRÍCOLA
HELICÓPTERO;BRASIL;SIKORSKY AIRCRAFT;S-76C;2006;14;TURBOEIXO;BIMOTOR;CRUZEIRO;NENHUM;0;77787;PRLCQ;TÁXI AÉREO;S76;5307;5307;BRASIL;HELICÓPTERO;TÁXI AÉREO;BARTOLOMEU LISANDRO;BARTOLOMEU LISANDRO;TÁXI AÉREO
AVIÃO;NÃO IDENTIFICADO;AIR TRACTOR INC.;AT-802;2012;2;TURBOÉLICE;MONOMOTOR;CORRIDA APÓS POUSO;LEVE;0;77789;ECLSB;***;AT8T;7355;7355;NÃO IDENTIFICADO;AVIÃO;***;SILVIO PETTIROSSI INTERNATIONAL AIRPORT;GUARARAPES - GILBERTO FREYRE;NÃO REGULAR
HELICÓPTERO;BRASIL;HELIBRAS;AS 350 B2;2010;6;TURBOEIXO;MONOMOTOR;MANOBRA;LEVE;0;77790;PPJJJ;ADMINISTRAÇÃO DIRETA;AS50;2250;2250;BRASIL;HELICÓPTERO;ADMINISTRAÇÃO DIRETA;GRUPO TÁTICO AÉREO;FORA DE AERODROMO;POLICIAL
AVIÃO;BRASIL;BOEING COMPANY;737-8EH;2008;197;JATO;BIMOTOR;SUBIDA;NENHUM;0;77791;PRGGE;***;B738;70533;70533;BRASIL;AVIÃO;REGULAR;SANTOS DUMONT;TANCREDO NEVES;REGULAR
AVIÃO;BRASIL;PIPER AIRCRAFT;PA-25-235;1993;1;PISTÃO;MONOMOTOR;ESPECIALIZADA;SUBSTANCIAL;0;77792;PTOVJ;***;PA25;1315;1315;BRASIL;AVIÃO;AGRÍCOLA;JANAÚBA;JANAÚBA;AGRÍCOLA
AVIÃO;BRASIL;CHINCUL SACAIFI;PA-25-260;1992;1;PISTÃO;MONOMOTOR;CRUZEIRO;SUBSTANCIAL;0;77793;PTOQU;***;PA25;1315;1315;BRASIL;AVIÃO;PARTICULAR;PISTA DE POUSO EVENTUAL;PISTA DE POUSO EVENTUAL;AGRÍCOLA
AVIÃO;BRASIL;CESSNA AIRCRAFT;208B;2006;11;TURBOÉLICE;MONOMOTOR;TÁXI;NENHUM;0;77794;PRSMM;TÁXI AÉREO;C208;3969;3969;BRASIL;AVIÃO;TÁXI AÉREO;CAMPO DE MARTE;ANGRA DOS REIS;TÁXI AÉREO
AVIÃO;BRASIL;BOEING COMPANY;727-2M7;1978;7;JATO;TRIMOTOR;SUBIDA;NENHUM;0;77800;PRTTP;***;B722;88360;88360;BRASIL;AVIÃO;REGULAR;SALGADO FILHO;GOVERNADOR ANDRÉ FRANCO MONTORO;REGULAR
AVIÃO;BRASIL;EMBRAER;C95M;0;0;TURBOÉLICE;BIMOTOR;CORRIDA APÓS POUSO;NENHUM;0;77803;FAB2345;***;E110;5900;5900;BRASIL;AVIÃO;***;BASE AÉREA DE SANTA CRUZ;PRESIDENTE JUSCELINO KUBITSCHEK;ESPECIALIZADA
AVIÃO;BRASIL;BOEING COMPANY;737-8EH;2007;197;JATO;BIMOTOR;DECOLAGEM;NENHUM;0;77803;PRGTN;***;B738;70533;70533;BRASIL;AVIÃO;REGULAR;PRESIDENTE JUSCELINO KUBITSCHEK;MARECHAL CUNHA MACHADO;REGULAR
AVIÃO;BRASIL;AIRBUS INDUSTRIE;A320-232;2006;166;JATO;BIMOTOR;SUBIDA;NENHUM;0;77805;PRMBE;REGULAR;A320;77000;77000;BRASIL;AVIÃO;REGULAR;ANTONIO CARLOS JOBIM / GALEÃO;PINTO MARTINS;REGULAR
AVIÃO;BRASIL;CESSNA AIRCRAFT;150M;1974;2;PISTÃO;MONOMOTOR;ARREMETIDA NO SOLO;SUBSTANCIAL;0;77807;PRWDB;***;C150;726;726;BRASIL;AVIÃO;INSTRUÇÃO;CAMPO GRANDE;CAMPO GRANDE;INSTRUÇÃO
AVIÃO;BRASIL;AERO BOERO;AB-115;1992;2;PISTÃO;MONOMOTOR;POUSO;SUBSTANCIAL;0;77808;PPGFK;***;AB11;770;770;BRASIL;AVIÃO;INSTRUÇÃO;AEROCLUBE DE ELDORADO DO SUL;AEROCLUBE DE ELDORADO DO SUL;INSTRUÇÃO
AVIÃO;BRASIL;AIR TRACTOR;AT-502B;2012;1;TURBOÉLICE;MONOMOTOR;CORRIDA APÓS POUSO;LEVE;0;77809;PRCNT;PARTICULAR;AT5T;3629;3629;BRASIL;AVIÃO;PARTICULAR;FAZENDA CENTÚRIA VITÓRIA;FAZENDA CENTÚRIA VITÓRIA;AGRÍCOLA
AVIÃO;BRASIL;TWIN COMMANDER;500-S;1971;7;PISTÃO;BIMOTOR;SUBIDA;NENHUM;0;77814;PTICR;TÁXI AÉREO;AC50;3062;3062;BRASIL;AVIÃO;TÁXI AÉREO;SALGADO FILHO;SANTO ÂNGELO;TÁXI AÉREO
AVIÃO;BRASIL;PIPER AIRCRAFT;PA-32-301FT;2005;6;PISTÃO;MONOMOTOR;POUSO;SUBSTANCIAL;0;77816;PPPSO;***;PA32;1633;1633;BRASIL;AVIÃO;PARTICULAR;FAZENDA RIO NEGRO;FAZENDA RIO NEGRO;PRIVADA
AVIÃO;BRASIL;PIPER AIRCRAFT;PA-34-220T;2006;6;PISTÃO;BIMOTOR;OPERAÇÃO DE SOLO;LEVE;0;77818;PREJL;PARTICULAR;PA34;2155;2155;BRASIL;AVIÃO;PARTICULAR;CAMPO DE MARTE;CAMPO DE MARTE;PRIVADA
AVIÃO;BRASIL;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;1991;6;PISTÃO;BIMOTOR;CORRIDA APÓS POUSO;SUBSTANCIAL;0;77819;PTVOP;***;PA34;2155;2155;BRASIL;AVIÃO;PARTICULAR;BRIGADEIRO LYSIAS RODRIGUES;CLUBE VOART;PRIVADA
HELICÓPTERO;BRASIL;BELL HELICOPTER;407;1999;7;TURBOEIXO;MONOMOTOR;CRUZEIRO;SUBSTANCIAL;0;77820;PTYZJ;***;B407;2268;2268;BRASIL;HELICÓPTERO;ADMINISTRAÇÃO DIRETA;CAMPO GRANDE;SÍLVIO NAME JÚNIOR;POLICIAL
***;BRASIL;***;***;0;0;***;SEM TRAÇÃO;ESPECIALIZADA;SUBSTANCIAL;0;77823;PRTXH;***;***;0;0;BRASIL;***;ESPECIALIZADA;PISTA DE POUSO  NÃO HOMOLOGADA;PISTA DE POUSO  NÃO HOMOLOGADA;ESPECIALIZADA
AVIÃO;BRASIL;CESSNA AIRCRAFT;A188B;1977;1;PISTÃO;MONOMOTOR;DECOLAGEM;SUBSTANCIAL;0;77826;PRATD;***;C188;1900;1900;BRASIL;AVIÃO;AGRÍCOLA;QUIRINÓPOLIS;PISTA DE POUSO EVENTUAL;AGRÍCOLA
AVIÃO;BRASIL;EMBRAER;ERJ 190-100 IGW;2009;113;JATO;BIMOTOR;DESCIDA;NENHUM;0;77827;PRAZE;REGULAR;E190;51800;51800;BRASIL;AVIÃO;REGULAR;VIRACOPOS;MINISTRO VICTOR KONDER;REGULAR
AVIÃO;BRASIL;CESSNA AIRCRAFT;310Q;1973;6;PISTÃO;BIMOTOR;DECOLAGEM;SUBSTANCIAL;0;77830;PTIXC;***;C310;2404;2404;BRASIL;AVIÃO;TÁXI AÉREO;PISTA DE POUSO  NÃO HOMOLOGADA;RONDONÓPOLIS;TÁXI AÉREO
AVIÃO;BRASIL;CESSNA AIRCRAFT;560XL;2005;11;JATO;BIMOTOR;TÁXI;NENHUM;0;77832;PRCON;PARTICULAR;C56X;9072;9072;BRASIL;AVIÃO;PARTICULAR;CONGONHAS;EURICO DE AGUIAR SALLES;PRIVADA
